Mix,Usinas,Tipo Binder,Binder,P.G,RAP,Tipo Binder Additive,Binder Additive,Tipo Mix Additive,Mix Additive,Granulometria,Processo Produtivo,Temperaturas,Teor de cal,Cimento Portland,Recycled Asphalt Shingles,Crusher fines,CO2 - Material,CO2 - Transporte,CO2 - Produção,CO2 - Total,NRPR Fuel - Material,NRPR Fuel - Transporte,NRPR Fuel - Produção,NRPR Fuel - Total,NRPR Mat - Material,NRPR Mat - Transporte,NRPR Mat - Produção,NRPR Mat - Total,SM - Material,SM - Transporte,SM - Produção,SM - Total,URLS
SP 9.5 TL-C 35% RAP (SP 21-19927A) ,Plant 1 - North Venice ,Unmodified + 1 terminal additive(s)*,4,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"21,58","40,49","19,24","81,31",408,532,331,1271,1313,N/A,N/,1313,306,N/A,0,306,https://asphaltepd.org/epd/d/yeUKd/
SP 9.5 TL-C 35% RAP (SP 22-20496A) ,Plant 1 - North Venice ,Unmodified + 1 terminal additive(s)*,4,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"22,15","42,46","19,24","83,85",419,558,331,1308,1350,N/A,N/,1350,306,N/A,0,306,https://asphaltepd.org/epd/d/xPU48/
SP 9.5 TL-C 35% RAP Limestone (SP 22-20615A) ,Plant 1 - North Venice ,Unmodified + 1 terminal additive(s)*,4,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"25,58","19,81","19,24","64,63",485,261,331,1077,1574,N/A,N/,1574,304,N/A,0,304,https://asphaltepd.org/epd/d/V4UlG/
FC 9.5 20% RAP (SPM 19-17227B) ,Plant 3 - Palmetto (Port Manatee) ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"32,20","58,65","26,09","116,94",592,770,450,1812,1659,N/A,N/,1659,173,N/A,0,173,https://asphaltepd.org/epd/d/wRU29/
P-401 3/4 Virgin 75G ,Plant 3 - Palmetto (Port Manatee) ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,6,76-22,-,-,-,-,-,densa,HMA,160-160,-,-,-,-,"40,23","72,12","26,09","138,44",743,946,450,2140,2083,N/A,N/,2083,0,N/A,0,0,https://asphaltepd.org/epd/d/J5UVd/
SP 12.5 TL-C 30% RAP (SP 22-20633A) ,Plant 3 - Palmetto (Port Manatee) ,Unmodified + 1 terminal additive(s)*,3,58-22,29,-,-,-,-,densa,HMA,149-149,-,-,-,-,"20,26","48,42","26,09","94,76",382,636,450,1468,1224,N/A,N/,1224,263,N/A,0,263,https://asphaltepd.org/epd/d/DdU5g/
SP 12.5 TL-E 20% RAP (SP 21-19211A) ,Plant 3 - Palmetto (Port Manatee) ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,58-22,19,-,-,-,-,densa,HMA,149-149,-,-,-,-,"28,07","58,99","26,09","113,15",515,774,450,1739,1436,N/A,N/,1436,174,N/A,0,174,https://asphaltepd.org/epd/d/LDUjw/
SP 12.5 TL-E 20% RAP PMA (SPM 21-19745A) ,Plant 3 - Palmetto (Port Manatee) ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"28,76","55,63","26,09","110,47",528,730,450,1708,1473,N/A,N/,1473,174,N/A,0,174,https://asphaltepd.org/epd/d/drU81/
SP 12.5 TL-E 20% RAP PMA (SPM 22-20822A) ,Plant 3 - Palmetto (Port Manatee) ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"28,07","56,34","26,09","110,50",515,739,450,1705,1436,N/A,N/,1436,174,N/A,0,174,https://asphaltepd.org/epd/d/74U86/
SP 12.5 TL-E 30% RAP (SP 22-20634A) ,Plant 3 - Palmetto (Port Manatee) ,Unmodified + 1 terminal additive(s)*,3,58-22,29,-,-,-,-,densa,HMA,149-149,-,-,-,-,"19,11","48,51","26,09","93,71",360,637,450,1447,1149,N/A,N/,1149,264,N/A,0,264,https://asphaltepd.org/epd/d/qmUM2/
SP 9.5 TL-C 35% RAP (SP 22-20449A) ,Plant 3 - Palmetto (Port Manatee) ,Unmodified + 1 terminal additive(s)*,3,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"19,98","46,99","26,09","93,05",376,617,450,1443,1209,N/A,N/,1209,307,N/A,0,307,https://asphaltepd.org/epd/d/AKUAo/
FC 9.5 20% RAP (SPM 20-17174C) ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,5,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"35,77","69,26","23,82","128,85",659,911,418,1988,1853,N/A,N/,1853,172,N/A,0,172,https://asphaltepd.org/epd/d/ZXUYb/
FC 9.5 20% RAP (SPM 22-20940A) ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"32,33","62,15","23,82","118,31",595,817,418,1830,1667,N/A,N/,1667,173,N/A,0,173,https://asphaltepd.org/epd/d/V4Uo9/
FC 9.5 20% RAP (SPM 22-20940A) ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"32,33","62,15","23,82","118,31",595,817,418,1830,1667,N/A,N/,1667,173,N/A,0,173,https://asphaltepd.org/epd/d/o8U4p/
P-401 3/4 Virgin 75G ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,6,76-22,-,-,-,-,-,densa,HMA,160-160,-,-,-,-,"39,54","98,87","23,82","162,24",730,1122,418,2270,2046,N/A,N/,2046,0,N/A,0,0,https://asphaltepd.org/epd/d/gGUG5A/
P-401 3/4 Virgin 75G Limestone ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,7,76-22,-,-,-,-,-,densa,HMA,160-160,-,-,-,-,"47,79","7,30","23,82","78,91",884,97,418,1399,2493,N/A,N/,2493,0,N/A,0,0,https://asphaltepd.org/epd/d/LDURvm/
SP 12.5 TL-C 20% RAP PMA (SPM 22-20233A) ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"30,27","62,27","23,82","116,36",556,819,418,1793,1555,N/A,N/,1555,174,N/A,0,174,https://asphaltepd.org/epd/d/85UJP/
SP 12.5 TL-C 35% RAP (SP 22-20310A) ,Plant 4 - Ft. Myers ,Unmodified + 1 terminal additive(s)*,3,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"19,63","47,40","23,82","90,86",370,624,418,1411,1187,N/A,N/,1187,307,N/A,0,307,https://asphaltepd.org/epd/d/YqUAo/
SP 12.5 TL-E 20% RAP PMA (SPM 21-20010A) ,Plant 4 - Ft. Myers ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"29,58","62,31","23,82","115,72",543,820,418,1781,1518,N/A,N/,1518,174,N/A,0,174,https://asphaltepd.org/epd/d/xPUk8/
SP 12.5 TL-E 30% RAP Limestone (SP 22-20258A) ,Plant 4 - Ft. Myers ,Unmodified + 1 terminal additive(s)*,4,58-22,29,-,-,-,-,densa,HMA,149-149,-,-,-,-,"26,15","17,45","23,82","67,42",496,230,418,1144,1607,N/A,N/,1607,260,N/A,0,260,https://asphaltepd.org/epd/d/mYUjj/
SP 12.5 TL-E 35% RAP (SP 22-20401A) ,Plant 4 - Ft. Myers ,Unmodified + 1 terminal additive(s)*,3,52-22,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"19,63","47,40","23,82","90,86",370,624,418,1411,1187,N/A,N/,1187,307,N/A,0,307,https://asphaltepd.org/epd/d/9JUEL/
SP 19.0 TL-D 25% RAP (SP 22-20325A) ,Plant 4 - Ft. Myers ,Unmodified + 1 terminal additive(s)*,4,58-22,24,-,-,-,-,densa,HMA,149-149,-,-,-,-,"25,22","17,51","23,82","66,55",479,230,418,1127,1544,N/A,N/,1544,217,N/A,0,217,https://asphaltepd.org/epd/d/4RU53/
SP 9.5 TL-C 35% RAP Granite (SP 22-20654A) ,Plant 4 - Ft. Myers ,Unmodified + 1 terminal additive(s)*,3,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"21,35","47,33","23,82","92,50",403,623,418,1444,1298,N/A,N/,1298,306,N/A,0,306,https://asphaltepd.org/epd/d/6QU13/
SP 9.5 TL-C 35% RAP Limestone (SP 21-20134A) ,Plant 4 - Ft. Myers ,Unmodified + 1 terminal additive(s)*,4,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"24,78","17,37","23,82","65,97",470,229,418,1116,1522,N/A,N/,1522,305,N/A,0,305,https://asphaltepd.org/epd/d/keUMO/
FC 9.5 20% RAP (SPM 21-19593A) ,Plant 6 - Tampa ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,5,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"33,16","58,69","23,87","115,72",610,770,410,1791,1711,N/A,N/,1711,173,N/A,0,173,https://asphaltepd.org/epd/d/9JUJY/
SP 12.5 TL-C 30% RAP (SP 22-20437A) ,Plant 6 - Tampa ,Unmodified + 1 terminal additive(s)*,4,58-22,29,-,-,-,-,densa,HMA,149-149,-,-,-,-,"21,46","48,15","23,87","93,48",405,632,410,1448,1302,N/A,N/,1302,263,N/A,0,263,https://asphaltepd.org/epd/d/YqU6e/
SP 12.5 TL-C 35% RAP (SP 15-13565F) ,Plant 6 - Tampa ,Unmodified + 1 terminal additive(s)*,3,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"19,12","49,25","23,87","92,24",360,646,410,1416,1153,N/A,N/,1153,308,N/A,0,308,https://asphaltepd.org/epd/d/aRU6y/
SP 12.5 TL-E 20% RAP PMA (SPM 15-13456C) ,Plant 6 - Tampa ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"29,03","59,05","23,87","111,96",533,775,410,1718,1488,N/A,N/,1488,174,N/A,0,174,https://asphaltepd.org/epd/d/yeUXm/
SP 12.5 TL-E 20% RAP PMA (SPM 22-20802A) ,Plant 6 - Tampa ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s)*,4,76-22,19,-,-,-,-,densa,HMA,160-160,-,-,-,-,"29,03","56,18","23,87","109,08",533,737,410,1681,1488,N/A,N/,1488,174,N/A,0,174,https://asphaltepd.org/epd/d/lyUAg/
SP 12.5 TL-E 30% RAP (SP 22-20438A) ,Plant 6 - Tampa ,Unmodified + 1 terminal additive(s)*,3,58-22,29,-,-,-,-,densa,HMA,149-149,-,-,-,-,"20,31","48,25","23,87","92,43",383,633,410,1427,1228,N/A,N/,1228,263,N/A,0,263,https://asphaltepd.org/epd/d/xPUx1/
SP 9.5 TL-C 35% RAP (SP 22-20447A) ,Plant 6 - Tampa ,Unmodified + 1 terminal additive(s)*,4,52-28,34,-,-,-,-,densa,HMA,149-149,-,-,-,-,"21,41","46,88","23,87","92,16",404,615,410,1430,1302,N/A,N/,1302,306,N/A,0,306,https://asphaltepd.org/epd/d/pMU6B/
20% FC-12.5 (76-22) SPM 19-17870C ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"28,62","14,52","28,01","71,15",525,177,464,1165,1465,N/A,N/,1465,174,N/A,0,174,https://asphaltepd.org/epd/d/85UXyd/
20% FC-12.5 (76-22) SPM 19-17872B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"29,99","14,49","28,01","72,49",551,176,464,1191,1540,N/A,N/,1540,174,N/A,0,174,https://asphaltepd.org/epd/d/xPUwOk/
20% FC-12.5 (76-22) SPM 19-18010B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"28,62","14,81","28,01","71,44",525,181,464,1169,1465,N/A,N/,1465,174,N/A,0,174,https://asphaltepd.org/epd/d/9JUOyq/
20% FC-12.5 (82-22) SMP 19-18011B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,82-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"28,62","15,50","28,01","72,13",525,190,464,1178,1465,N/A,N/,1465,174,N/A,0,174,https://asphaltepd.org/epd/d/BZUBmQ/
20% FC-12.5 (82-22) SPM 19-17800A ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,82-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"28,62","9,94","28,01","66,57",525,132,464,1121,1465,N/A,N/,1465,174,N/A,0,174,https://asphaltepd.org/epd/d/25Ugvq/
20% FC-9.5 (76-22) SPM 19-17949B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),5,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"34,80","24,07","28,01","86,88",641,280,464,1384,1800,N/A,N/,1800,173,N/A,0,173,https://asphaltepd.org/epd/d/j5Uk43/
20% SP-12.5 (58-22) COSTCO HALF INCH ,A0712 12th Street ,Unmodified + 1 terminal additive(s),5,58-22,19,-,-,-,-,densa,HMA,149-160,-,-,-,-,"32,41","9,11","28,01","69,54",618,121,464,1203,2009,N/A,N/,2009,172,N/A,0,172,https://asphaltepd.org/epd/d/mYUVzj/
20% SP-12.5 (76-22) SPM 20-18038B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"29,99","14,49","28,01","72,49",551,176,464,1191,1540,N/A,N/,1540,174,N/A,0,174,https://asphaltepd.org/epd/d/GZUbKd/
20% SP-12.5 (76-22) SPM 20-18039C ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"28,62","14,52","28,01","71,15",525,177,464,1165,1465,N/A,N/,1465,174,N/A,0,174,https://asphaltepd.org/epd/d/bBUPeJ/
20% SP-12.5 (82-22) SPM 20-18040B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,82-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"28,62","15,50","28,01","72,13",525,190,464,1178,1465,N/A,N/,1465,174,N/A,0,174,https://asphaltepd.org/epd/d/pMUY8a/
20% SP-9.5 (58-22) SP 21-19024B ,A0712 12th Street ,Unmodified + 1 terminal additive(s),5,58-22,19,-,-,-,-,densa,HMA,149-160,-,-,-,-,"29,21","24,07","28,01","81,30",556,280,464,1299,1800,N/A,N/,1800,173,N/A,0,173,https://asphaltepd.org/epd/d/OPUL6L/
20% SP-9.5 (76-22) SPM 19-18004B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),5,76-22,19,-,-,-,-,densa,HMA,157-168,-,-,-,-,"34,80","24,07","28,01","86,88",641,280,464,1384,1800,N/A,N/,1800,173,N/A,0,173,https://asphaltepd.org/epd/d/1AU4Ok/
30% SP-9.5 (58-22) COSTCO THREE EIGHTHS ,A0712 12th Street ,Unmodified + 1 terminal additive(s),7,58-22,28,-,-,-,-,densa,HMA,149-166,-,-,-,-,"39,74","7,74","28,01","75,50",760,103,464,1327,2492,N/A,N/,2492,254,N/A,0,254,https://asphaltepd.org/epd/d/pMUYoB/
40% SP-12.5 (52-28) SP 20-18172B ,A0712 12th Street ,Unmodified + 1 terminal additive(s),3,52-28,39,-,-,-,-,densa,HMA,149-160,-,-,-,-,"17,81","13,02","28,01","58,84",334,157,464,954,1071,N/A,N/,1071,352,N/A,0,352,https://asphaltepd.org/epd/d/4RU9dE/
40% SP-12.5 (52-28) SP 22-20673A ,A0712 12th Street ,Unmodified + 1 terminal additive(s),3,52-28,39,-,-,-,-,densa,HMA,149-160,-,-,-,-,"17,81","12,95","28,01","58,77",334,156,464,953,1071,N/A,N/,1071,352,N/A,0,352,https://asphaltepd.org/epd/d/YqUxXV/
40% SP-9.5 (52-28) SP 13-11534B ,A0712 12th Street ,Unmodified + 1 terminal additive(s),3,52-28,39,-,-,-,-,densa,HMA,149-160,-,-,-,-,"20,66","6,23","28,01","54,91",390,83,464,936,1257,N/A,N/,1257,351,N/A,0,351,https://asphaltepd.org/epd/d/ZXU9o7/
40% SP-9.5 (52-28) SP 21-19522A ,A0712 12th Street ,Unmodified + 1 terminal additive(s),4,52-28,39,-,-,-,-,densa,HMA,149-160,-,-,-,-,"21,81","16,12","28,01","65,95",412,188,464,1063,1332,N/A,N/,1332,350,N/A,0,350,https://asphaltepd.org/epd/d/bBUPMr/
Cecil Hanger 1005 ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,76-22,-,-,-,-,-,densa,HMA,157-168,-,-,-,-,"42,28","19,82","28,01","90,12",781,240,464,1484,2194,N/A,N/,2194,0,N/A,0,0,https://asphaltepd.org/epd/d/9JUOGY/
FC-12.5 (76-22) SPM 20-18799A ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,76-22,-,-,-,-,-,densa,HMA,157-168,-,-,-,-,"42,28","17,53","28,01","87,82",781,217,464,1462,2194,N/A,N/,2194,0,N/A,0,0,https://asphaltepd.org/epd/d/P5UwMx/
FC-12.5 (Hi-Poly) SPH 20-18898B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,Não reportado,-,-,-,-,-,densa,HMA,157-168,-,-,-,-,"40,22","18,97","28,01","87,20",743,236,464,1443,2083,N/A,N/,2083,0,N/A,0,0,https://asphaltepd.org/epd/d/o8UexV/
FC-12.5 (Hi-Poly) SPH 22-20243A ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,Não reportado,-,-,-,-,-,densa,HMA,157-168,-,-,-,-,"40,22","18,97","28,01","87,20",743,236,464,1443,2083,N/A,N/,2083,0,N/A,0,0,https://asphaltepd.org/epd/d/lyUEol/
FC-5 (76-22) SPM 19-17510B ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,76-22,-,-,-,"Fibers, natural - Cellulose*",< 1%,open,HMA,157-168,1,-,-,-,"53,44","71,67","28,01","153,12",827,795,464,2085,2156,N/A,N/,2156,0,N/A,0,0,https://asphaltepd.org/epd/d/YqUxoY/
FC-5 (76-22) SPM 22-20361A ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,76-22,-,-,-,"Fibers, natural - Cellulose*",< 1%,densa,HMA,157-168,1,-,-,-,"61,31","71,95","28,01","161,27",895,800,464,2158,2268,N/A,N/,2268,0,N/A,0,0,https://asphaltepd.org/epd/d/MmUB8B/
Fernandina Airport Runway 4-22 ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,76-22,-,-,-,-,-,densa,HMA,157-168,-,-,-,-,"42,28","19,82","28,01","90,12",781,240,464,1484,2194,N/A,N/,2194,0,N/A,0,0,https://asphaltepd.org/epd/d/YqUxye/
SP-12.5 (Hi-Poly) SPH 22-20241A ,A0712 12th Street ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),6,Não reportado,-,-,-,-,-,densa,HMA,157-168,-,-,-,-,"40,22","45,23","28,01","113,46",743,585,464,1791,2083,N/A,N/,2083,0,N/A,0,0,https://asphaltepd.org/epd/d/V4U9ro/
12.5 (TL-E) 20% SP 23-22251A ,ACA Plant 2 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"30,53","10,00","18,62","59,15",561,133,319,1013,1570,N/A,N/,1570,181,N/A,0,181,https://asphaltepd.org/epd/d/6QUD4v/
12.5 (TL-E) 30% SP 23-22250A ,ACA Plant 2 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"21,90","8,04","18,62","48,55",414,107,319,840,1332,N/A,N/,1332,272,N/A,0,272,https://asphaltepd.org/epd/d/j5UMJV/
12.5 (TL-E) 40% SP 23-22249A ,ACA Plant 2 ,Unmodified + 1 terminal additive(s),3,52-28,40,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,85","9,18","18,62","47,65",374,122,319,815,1205,N/A,N/,1205,363,N/A,0,363,https://asphaltepd.org/epd/d/25ULDR/
12.5 FC (TL-C) SPM 22-20873A ,ACA Plant 2 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"29,84","10,34","18,62","58,81",548,138,319,1005,1532,N/A,N/,1532,181,N/A,0,181,https://asphaltepd.org/epd/d/keUP5A/
12.5 TL-C 44% RAP (SP 16-14371A) ,ACA Plant 2 ,Unmodified + 1 terminal additive(s),3,52-28,43,-,-,-,-,densa,HMA,143-171,-,-,-,-,"19,37","6,59","18,62","44,57",364,88,319,771,1175,N/A,N/,1175,387,N/A,0,387,https://asphaltepd.org/epd/d/ZXUqrM/
12.5 TL-D 20% RAP (SPM 21-20128A) ,ACA Plant 2 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,149-179,-,-,-,-,"27,38","9,52","18,62","55,51",502,127,319,948,1399,N/A,N/,1399,175,N/A,0,175,https://asphaltepd.org/epd/d/GZUQY5/
9.5 (TL-C) 30% SP 23-22291A ,ACA Plant 2 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"24,18","11,43","18,62","54,23",458,152,319,929,1480,N/A,N/,1480,272,N/A,0,272,https://asphaltepd.org/epd/d/85UMLp/
9.5 (TL-C) 30% SP 23-22297A ,ACA Plant 2 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"24,18","11,51","18,62","54,32",458,153,319,930,1480,N/A,N/,1480,272,N/A,0,272,https://asphaltepd.org/epd/d/xPUdox/
9.5 (TL-C) 30% SP 23-22348A ,ACA Plant 2 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"23,16","11,34","18,62","53,11",438,151,319,908,1413,N/A,N/,1413,272,N/A,0,272,https://asphaltepd.org/epd/d/YqU3DA/
